Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.591481563,-0.432579845,0.842243552,-1.006234646
0.60148,-0.368473917,0.880448818,-0.879192173
0.61148,-0.305572242,0.912318528,-0.80248493
0.621481563,-0.260019153,0.950977564,-0.76208055
0.631481563,-0.227381498,1.023391247,-0.715846777
0.64148,-0.210940495,1.113328099,-0.63409555
0.65148,-0.21230185,1.184066296,-0.498623103
0.66148,-0.218253419,1.234925151,-0.288851976
0.67148,-0.200311437,1.259394646,-0.015358897
0.68148,-0.136432394,1.304843068,0.306706697
0.691481563,-0.039706241,1.40673542,0.677781165
0.701481563,0.066217795,1.475187182,1.079294205
0.71148,0.168406814,1.479358554,1.46239388
0.72148,0.24439846,1.419092298,1.779206038
0.73148,0.295362055,1.272920966,2.013586283
0.74148,0.360585034,1.0411762,2.186199427
0.75148,0.446717024,0.812468231,2.32573843
0.761481563,0.532622099,0.646365225,2.446637392
0.771481563,0.611004889,0.476544708,2.553765774
0.78148,0.688497484,0.332310677,2.693619013
0.79148,0.743178666,0.275430411,2.875953436
0.80148,0.757472873,0.280160248,3.0770154
0.81148,0.747489631,0.307003409,3.293261766
0.82148,0.742026746,0.320145756,3.496068954
0.831481563,0.746198058,0.318697125,3.653934002
0.84148,0.748920798,0.288625091,3.745877981
0.85148,0.7316944,0.240401655,3.790540934
0.86148,0.672126293,0.211690977,3.796806812
0.87148,0.575574696,0.179734007,3.785409689
0.88148,0.470505863,0.152245075,3.780418158
0.89148,0.381773323,0.117862083,3.792897224
0.901481563,0.352329612,0.099221967,3.815289736
0.911481563,0.356343865,0.136013508,3.800245047
0.92148,0.367077649,0.199403867,3.716364384
0.93148,0.397114754,0.277175725,3.573038101
0.94148,0.407970697,0.37739253,3.381121635
0.95148,0.345941722,0.454745531,3.183410645
0.96148,0.195162714,0.451761007,3.020728588
0.971481563,-0.004380777,0.411234468,2.900580168
0.98148,-0.184603468,0.388405561,2.819003344
0.99148,-0.278537095,0.421636641,2.747689247
1.00148,-0.27089256,0.497890085,2.647158384
1.01148,-0.170693204,0.57480675,2.532839298
1.02148,-0.049061205,0.680119872,2.417734861
1.03148,0.042900193,0.771889329,2.309035778
1.041481563,0.091088735,0.826465786,2.203705072
1.051487813,0.084770642,0.862943113,2.088792562
1.061481563,0.011658799,0.889629245,1.965607285
1.07148,-0.113638386,0.879192173,1.839681745
1.08148,-0.255446374,0.806935549,1.722395658
1.09148,-0.372243822,0.669229031,1.618897557
1.10148,-0.43132323,0.459213585,1.505311608
1.11148,-0.400326163,0.225758344,1.348947525
1.121481563,-0.292185575,0.054960418,1.145983219
1.131481563,-0.138648957,-0.068137653,0.931517124
1.14148,0.023160519,-0.180973187,0.755500674
1.151487813,0.17898351,-0.277071029,0.636521578
1.16148,0.304298162,-0.31220451,0.559831798
1.17148,0.376135916,-0.280212611,0.484643012
1.18148,0.385211617,-0.253456712,0.38559559
1.19148,0.34634313,-0.271293968,0.259443194
1.20148,0.27113691,-0.321035862,0.105958939
1.21148,0.171216801,-0.386311173,-0.074525557
1.22148,0.055676002,-0.450626552,-0.267733514
1.23148,-0.07070329,-0.496022582,-0.448985934
1.24148,-0.196558982,-0.533721685,-0.60643208
1.25148,-0.308975637,-0.579693675,-0.738483727
1.26148,-0.389540046,-0.645876527,-0.853745282
1.271481563,-0.420484722,-0.75049156,-0.949895442
1.28148,-0.396940231,-0.876155257,-1.0274055
1.29148,-0.346238405,-0.993423939,-1.104898095
1.30148,-0.299411237,-1.102472067,-1.18511343
1.31148,-0.285710394,-1.187888503,-1.266114235
1.32148,-0.32313025,-1.24745667,-1.352874517
1.331481563,-0.41948989,-1.280705094,-1.433962464
1.34148,-0.58107245,-1.305960059,-1.512153268
1.35148,-0.757246017,-1.311702251,-1.575142145
1.36148,-0.899507761,-1.303743482,-1.616785765
1.37148,-0.982637823,-1.29866457,-1.635740042
1.38148,-1.006513953,-1.295156479,-1.636857033
1.39148,-0.985936463,-1.31082952,-1.632214427
1.401481563,-0.942826867,-1.340325594,-1.631865382
1.411481563,-0.924745262,-1.362334251,-1.647137046
1.42148,-0.975499451,-1.387536764,-1.667121053
1.43148,-1.074337363,-1.423787236,-1.669529557
1.44148,-1.175461769,-1.44656384,-1.655078292
1.45148,-1.237246394,-1.444364667,-1.623592496
1.461478438,-1.232534051,-1.439809322,-1.584671736
1.471481563,-1.147274733,-1.446581244,-1.533952475
1.481481563,-0.996129215,-1.440577269,-1.472464442
1.491481563,-0.836099982,-1.438639998,-1.420924902
1.50148,-0.727400899,-1.444504261,-1.374499083
1.51148,-0.689213037,-1.440350413,-1.319556117
1.521478438,-0.712897182,-1.430506706,-1.252395868
1.531478438,-0.772290766,-1.3985672,-1.187522054
1.541481563,-0.837129712,-1.312295556,-1.137239099
1.551481563,-0.899909198,-1.189860702,-1.118860722
1.56148,-0.962653816,-1.059798837,-1.131287456
1.57148,-1.017666578,-0.914936483,-1.161010504
1.58148,-1.073482156,-0.750317037,-1.170801759
1.59148,-1.120536327,-0.594179869,-1.131270051
1.60148,-1.155931592,-0.483578384,-1.045644164
1.611483125,-1.152859807,-0.39697513,-0.929736912
1.62148,-1.115439892,-0.349938512,-0.822207153
1.631481563,-1.039937019,-0.322327405,-0.740455925
1.64148,-0.936456382,-0.267733514,-0.679334521
1.65148,-0.837356627,-0.196820781,-0.660467505
1.66148,-0.761818767,-0.134495065,-0.689195633
1.67148,-0.713979304,-0.08726646,-0.766845286
1.68148,-0.695723116,-0.087580621,-0.885702252
1.691481563,-0.722007811,-0.096324719,-0.980892479
1.70148,-0.822311878,-0.068382002,-0.985657215
1.71148,-0.986442626,-0.001117011,-0.86289078
1.72148,-1.159108043,0.13278465,-0.640989602
1.73148,-1.309642673,0.256074697,-0.387009293
1.74148,-1.382894158,0.321384937,-0.135018677
1.75148,-1.318090081,0.358769894,0.051155601
1.76148625,-1.13390553,0.344877064,0.13255775
1.77148,-0.884253621,0.29979521,0.143082097
1.78148,-0.66901958,0.302046686,0.120200828
1.79148,-0.573846817,0.301453263,0.124284893
1.80148,-0.582032382,0.351474404,0.218323231
1.81148625,-0.662980795,0.476823956,0.383867711
1.82148,-0.77881825,0.580723405,0.590409994
1.831481563,-0.825523257,0.679386854,0.805364728
1.84148,-0.753406286,0.78962183,0.946614206
1.85148,-0.5956285,0.869016886,0.995954692
1.86148,-0.403066337,0.913941681,0.988868654
1.87148,-0.239633709,0.930661917,0.934519112
1.88148,-0.160186321,0.874043405,0.869889557
1.89148,-0.139050379,0.802519858,0.858475089
1.901481563,-0.163170829,0.813951731,0.884026706
1.911481563,-0.222477123,0.827303529,0.939981997
1.92148,-0.25464353,0.803025961,1.024490833
1.93148,-0.203837007,0.77675879,1.116801262
1.94148,-0.089901909,0.753004849,1.191187263
1.95148,0.013386675,0.745412648,1.231399655
1.961487813,0.067387164,0.786392987,1.262344241
1.971481563,0.080686569,0.847601712,1.277162075
1.98148,0.08323475,0.879523754,1.277476311
1.991481563,0.119380519,0.844425201,1.295924425
2.00148,0.221569553,0.77448988,1.329487085
2.011481563,0.385909736,0.662474632,1.360920429
2.02148,0.559500217,0.526321471,1.384395123
2.03148,0.645160973,0.416854441,1.387309909
2.041481563,0.588350475,0.295955479,1.374219894
2.05148,0.453715801,0.161739662,1.375616193
2.061481563,0.33780849,0.099693209,1.383697033
2.07148,0.280875832,0.143954754,1.383435249
2.08148,0.285151899,0.275308222,1.399527192
2.09148,0.336482018,0.462180644,1.432688475
2.10148,0.415423274,0.630151153,1.47909677
2.11148,0.487959146,0.786078811,1.531508923
2.121481563,0.51881659,0.910206676,1.550777435
2.131481563,0.48867473,0.962287307,1.531473994
2.14148,0.403712094,0.95743525,1.486008167
2.15148,0.303460389,0.906977773,1.42677176
2.161481563,0.218742117,0.813689947,1.366732478
2.17148,0.177849054,0.72579515,1.321266651
2.18148,0.204133704,0.689823925,1.282153726
2.191481563,0.296985239,0.722618639,1.236042142
2.20148,0.445826888,0.816901326,1.20012331
2.21148,0.59925878,0.945340157,1.194293857
2.22148,0.719372332,1.058140755,1.198133588
2.23148,0.804544449,1.123922229,1.168707371
2.24148,0.86140722,1.156088591,1.06109035
2.25148,0.887203217,1.150800347,0.865665853
2.261481563,0.881356359,1.124218941,0.61439079
2.271481563,0.840323687,1.095141768,0.356902391
2.28148,0.758485198,1.074913383,0.142942458
2.29148,0.651915371,1.059379935,-0.012095132
2.30148,0.531889081,1.045905948,-0.106953777
2.31148,0.411688268,1.027300835,-0.151721478
2.321478438,0.297857881,1.008957386,-0.183713362
2.331481563,0.188704997,0.986442626,-0.240680903
2.34148,0.092101023,0.952513456,-0.341299146
2.35148,0.003508112,0.900380433,-0.483403832
2.36148,-0.085241884,0.81168282,-0.646452487
2.37148,-0.16531758,0.671253622,-0.793688476
2.38148,-0.246300861,0.446263224,-0.925460815
2.39148,-0.311611086,0.163380265,-1.020877957
2.401481563,-0.36555922,-0.14940019,-1.084425449
2.411481563,-0.415719986,-0.46034804,-1.135755539
2.42148,-0.456630498,-0.721763432,-1.179196835
2.43148,-0.503824174,-0.914814353,-1.217611551
2.44148,-0.555869937,-1.057355404,-1.247892976
2.45148,-0.596815348,-1.179528356,-1.274317265
2.46148,-0.611353934,-1.283375502,-1.310637593
2.471481563,-0.594162464,-1.367413163,-1.355684519
2.48148,-0.536357105,-1.434747934,-1.416387081
2.491481563,-0.436157793,-1.508889437,-1.499394894
2.50148,-0.315974414,-1.578196526,-1.610834122
2.51148,-0.228044719,-1.653123498,-1.735817194
2.52148,-0.209107891,-1.757110238,-1.851235867
2.53148,-0.280107886,-1.864552736,-1.937891364
2.541481563,-0.411845356,-1.936407924,-1.990041852
2.551481563,-0.541924715,-1.952377677,-2.00442338
2.561481563,-0.60733968,-1.912584186,-1.997895837
2.57148,-0.609294415,-1.813466907,-1.984439373
2.58148,-0.577250183,-1.689635754,-1.959393859
2.59148,-0.535693884,-1.58641696,-1.934208751
2.60148,-0.486178905,-1.532678366,-1.918832421
2.61148,-0.438793212,-1.523393154,-1.921851873
2.621481563,-0.404427707,-1.537547827,-1.949270964
2.63148,-0.3815988,-1.534214258,-1.986097455
2.64148,-0.362085998,-1.518314242,-2.0125916
2.65148,-0.368962616,-1.52634275,-2.034076452
2.66148,-0.407848537,-1.573937893,-2.038387537
2.67148,-0.444744796,-1.628409624,-2.027740955
2.68148,-0.472006828,-1.672025442,-2.025053263
2.691481563,-0.505499721,-1.698275208,-2.038422346
2.70148,-0.534454703,-1.691241503,-2.054461956
2.71148,-0.523703516,-1.653856516,-2.063956499
2.72148,-0.454309195,-1.602421641,-2.058144569
2.73148,-0.335749,-1.533341527,-2.029538631
2.74148,-0.214937299,-1.472237587,-1.989116788
2.75148,-0.155822992,-1.45567441,-1.948258638
2.761481563,-0.173887148,-1.46214962,-1.905445695
2.771481563,-0.251432121,-1.473372102,-1.876787424
2.78148,-0.343096823,-1.494892001,-1.866315484
2.79148,-0.391843855,-1.496200919,-1.862754941
2.80148,-0.375839204,-1.484280348,-1.872110009
2.81148,-0.292639345,-1.422338605,-1.879527569
2.821478438,-0.155526295,-1.277546048,-1.871027827
2.831481563,-0.043720499,-1.0995574,-1.857344508
2.84148,-0.024958208,-0.970787048,-1.823240757
2.85148,-0.089465573,-0.882787526,-1.766919017
2.86148,-0.204866752,-0.819693863,-1.705553174
2.87148,-0.328680396,-0.781698048,-1.655846238
2.88148,-0.389871657,-0.72818625,-1.615214944
2.89148,-0.361422777,-0.660868943,-1.588581204
2.901481563,-0.243787587,-0.579641283,-1.557828546
2.911481563,-0.081995569,-0.497471184,-1.520181775
2.92148,0.052883476,-0.453000218,-1.479358554
2.93148,0.126763269,-0.461168349,-1.421972156
2.94148,0.143675506,-0.45977208,-1.334234357
2.95148,0.140499011,-0.419664413,-1.24176681
2.961522188,0.138212621,-0.342677951,-1.168672442
2.971481563,0.158231556,-0.234153375,-1.104391932
2.98148,0.215809956,-0.120322995,-1.029953718
2.991481563,0.303111345,-0.026598819,-0.926071703
3.00148,0.399383694,0.04860742,-0.804160476
3.01148,0.485410959,0.11121238,-0.670625329
3.021478438,0.553356647,0.15222761,-0.544752181
3.03148,0.603744268,0.184341669,-0.445896715
3.041481563,0.645702004,0.22834143,-0.384321511
3.051481563,0.673889101,0.285378784,-0.357181638
3.061481563,0.681865215,0.348385185,-0.340217024
3.07148,0.669246495,0.406923503,-0.309673756
3.08148,0.656208873,0.467486441,-0.259146482
3.09148,0.659071207,0.545397937,-0.197187304
3.10148,0.677833498,0.642158985,-0.138177723
3.11148,0.700418055,0.735464275,-0.083095126
3.121481563,0.716579854,0.806185007,-0.039269909
3.131481563,0.726981997,0.868877232,-0.002146755
3.14148,0.738902569,0.927083969,0.031066861
3.15148,0.751521349,0.976546645,0.063529983
3.16148,0.76550138,1.004716277,0.092868969
3.17148,0.78826052,1.012046576,0.117617741
3.18148,0.822399139,1.023391247,0.142942458
3.191481563,0.853832543,1.033252358,0.172333807
3.201481563,0.877394438,1.037737846,0.207589462
3.21148,0.892229736,1.04253757,0.24893631
3.22148,0.899333239,1.071405292,0.292482287
3.23148,0.895825148,1.119628668,0.327999711
3.24148,0.874357581,1.177224517,0.351387143
3.25148,0.834180117,1.231958151,0.36580357
3.261481563,0.781890035,1.282520294,0.368735701
3.271481563,0.7283957,1.333728194,0.362592161
3.28148,0.681777954,1.38001442,0.357059449
3.29148,0.643974125,1.423961759,0.361405313
3.30148,0.609172285,1.462568402,0.394618928
3.31148,0.576761484,1.492710233,0.462302804
3.32148,0.555765212,1.492884874,0.547579587
3.331481563,0.549726367,1.480929375,0.624129713
3.34148,0.553269386,1.470108271,0.672510266
3.35148,0.550738633,1.448762894,0.683820009
3.36148,0.541802585,1.429983139,0.660118401
3.37148,0.510892749,1.408375978,0.620429635
3.381483125,0.46228537,1.371148109,0.587128758
3.39148,0.408319771,1.326188445,0.582556009
3.401481563,0.363237917,1.287075639,0.601754606
3.411481563,0.337267429,1.260546565,0.630360544
3.42148,0.323810935,1.250668049,0.658512712
3.43148,0.316166401,1.246636271,0.673400402
3.44148,0.29286626,1.240492821,0.679596305
3.45148,0.246161237,1.244035721,0.696351469
3.46148,0.178861335,1.236303926,0.746529698
3.471481563,0.109065622,1.206493735,0.832906008
3.481481563,0.058171824,1.158968449,0.944764197
3.491481563,0.050823987,1.125423193,1.062538981
3.50148,0.085311696,1.11275208,1.151585698
3.51148,0.145438284,1.11786592,1.200036049
3.52148,0.208689019,1.135930061,1.199617147
3.531478438,0.243211627,1.163087368,1.168358326
3.54148,0.233559966,1.17497313,1.162249684
3.551481563,0.180763751,1.135755539,1.223074317
3.561481563,0.109798662,1.044841409,1.361845493
3.57148,0.055134952,0.945043445,1.546274424
3.581481563,0.047961649,0.88928014,1.729568958
3.59148,0.103358395,0.899612486,1.856192589
3.60148,0.189961642,0.974906027,1.916388988
3.61148,0.243106917,1.064127207,1.929758191
3.62148,0.226229578,1.093937516,1.933353543
3.631487813,0.166609123,1.049501419,1.952569604
3.64148,0.118717298,0.999427915,1.989727736
3.65148,0.113219507,0.964276969,2.030673027
3.66148,0.132138878,0.955899358,2.06098938
3.67148,0.148859128,0.994174421,2.081305027
3.681478438,0.132051617,1.061299801,2.104500532
3.691481563,0.059341196,1.126191139,2.1389184
3.70148,-0.052534409,1.17088902,2.190073967
3.71148,-0.17510888,1.178149581,2.234614849
3.72148,-0.247208431,1.123328805,2.255768299
3.73148,-0.246597573,1.056360483,2.253708839
3.74148,-0.206996053,1.022309184,2.249153376
3.75148,-0.154409274,0.989252627,2.264582157
3.76148,-0.119083814,0.941203713,2.304445505
3.77148,-0.116413459,0.853605628,2.360522985
3.78148,-0.12948598,0.733003378,2.432064056
3.79148625,-0.121841438,0.641565561,2.504861593
3.80148,-0.078487456,0.62861526,2.562841415
3.81148,-0.020385446,0.686979055,2.592093229
3.821478438,0.043127086,0.796201766,2.590766668
3.831481563,0.078068577,0.923977315,2.561043739
3.84148,0.056286868,0.99157393,2.536242723
3.85148,-0.003211406,0.995047092,2.539419174
3.86148,-0.060545471,0.98679173,2.573034286
3.87148,-0.091420345,1.005169988,2.623177528
3.88148,-0.096272364,1.061229944,2.668643236
3.89148,-0.069516465,1.150206923,2.68255353
3.901481563,-0.045989424,1.264997125,2.650334835
3.911481563,-0.053843409,1.362177134,2.595409393
3.92148,-0.104702301,1.396403074,2.545109034
3.93148,-0.167429432,1.354846716,2.527742863
3.94148,-0.216193929,1.271350145,2.522524357
3.95148625,-0.233350515,1.184886575,2.507881165
3.96148,-0.234903857,1.108807683,2.477407694
3.971481563,-0.238865763,1.047302246,2.41982913
3.98148,-0.258012027,1.021192193,2.33324337
3.991481563,-0.303128779,1.016689181,2.238245249
4.00148,-0.356658041,1.016078353,2.146685123
4.01148,-0.39845866,0.988327563,2.058319092
4.02148,-0.420414895,0.918968201,1.974072099
4.03148,-0.405405074,0.846170545,1.887695789
4.041478438,-0.356832564,0.816726804,1.780253291
4.05148,-0.295274794,0.815278172,1.651290894
4.061481563,-0.23916246,0.811647892,1.518576026
4.07148,-0.180397227,0.789307714,1.376750588
4.08148,-0.123621672,0.738518596,1.24518764
4.09148,-0.055571284,0.636731029,1.134306908
4.10148,0.032986723,0.510665894,1.048820734
4.11148,0.152576685,0.394269884,0.971380472
4.121481563,0.298189491,0.298573464,0.866137087
4.131481563,0.444936782,0.226089954,0.720733702
4.14148,0.56103611,0.178285375,0.53522265
4.15148,0.633257806,0.149819061,0.335399926
4.16148,0.679229796,0.14404203,0.132610112
4.17148,0.710628271,0.146572754,-0.084439032
4.18148,0.726528227,0.129398704,-0.306951046
4.191481563,0.736336946,0.071959928,-0.524366736
4.20148,0.720751166,0.024748769,-0.715288281
4.21148,0.659367919,-0.000785398,-0.891287267
4.22148,0.55592227,-0.045046948,-1.034927845
4.23148,0.454221934,-0.105260804,-1.141131163
4.24148,0.401809692,-0.146852002,-1.216878414
4.25148,0.423748493,-0.177901417,-1.256759286
4.261481563,0.515343368,-0.203453034,-1.274299741
4.271481563,0.647778928,-0.240262017,-1.282607555
4.28148,0.781872571,-0.285710394,-1.306710601
4.29148,0.882281363,-0.330687523,-1.347010255
4.30148,0.919317245,-0.37978363,-1.395373225
4.31148,0.893992543,-0.428914666,-1.441711783
4.32148,0.831946075,-0.43280676,-1.496305704
4.331481563,0.762010753,-0.393641561,-1.559486628
4.34148,0.701116204,-0.320791513,-1.626088381
4.35148,0.635928154,-0.278414935,-1.700840831
4.36148,0.57320106,-0.299603224,-1.762922168
4.37148,0.550930619,-0.324351996,-1.80144155
4.38148,0.588716984,-0.301226377,-1.832176805
4.39148,0.677449524,-0.239930406,-1.854691625
4.401481563,0.784892023,-0.154374376,-1.872528791
4.411481563,0.885667324,-0.06075491,-1.871551514
4.42148,0.960419774,0.031573005,-1.841112971
4.43148,1.008695602,0.136973441,-1.807428002
4.44148,1.025276184,0.267576426,-1.807515383
4.45148,0.988449752,0.387497991,-1.85788548
4.46148,0.899507761,0.449579358,-1.948834658
4.471481563,0.760963559,0.442737669,-2.060745239
4.481481563,0.609783113,0.368281931,-2.163859129
4.491481563,0.477679163,0.270403862,-2.245558023
4.50148,0.375996292,0.172438532,-2.304515362
4.51148,0.290527493,0.06593854,-2.334901571
4.52148,0.201114282,-0.05305801,-2.334883928
4.531478438,0.085713118,-0.181636408,-2.299890041
4.54148,-0.052098077,-0.312309206,-2.214945078
4.551483125,-0.191776782,-0.424341887,-2.068302393
4.561481563,-0.303268403,-0.51461035,-1.874099612
4.57148,-0.379609108,-0.596221924,-1.652791858
4.58148,-0.418739378,-0.708865464,-1.419860244
4.59148,-0.414812416,-0.839834988,-1.192443848
4.60148,-0.372173995,-0.931447327,-0.977087677
4.61148,-0.296601266,-0.951448798,-0.781296611
4.621481563,-0.21582742,-0.922685742,-0.614460588
4.631481563,-0.172194183,-0.896820009,-0.470348775
4.64148,-0.182334542,-0.929021299,-0.352347076
4.65148,-0.266180158,-1.046272516,-0.268309474
4.66148,-0.413049608,-1.259953141,-0.212895259
4.67148,-0.57971108,-1.53009522,-0.158528253
4.68148,-0.71668452,-1.775401235,-0.085241884
4.691481563,-0.819117904,-1.952656865,0.014905112
4.70148,-0.904796124,-2.095983267,0.132034153
4.71148,-0.972096026,-2.212815762,0.240750715
4.72148,-1.014961362,-2.274041891,0.345138848
4.73148,-1.024770021,-2.231228828,0.446350515
4.74148,-1.036725521,-2.105338335,0.555852473
4.751481563,-1.078351617,-1.944523692,0.679753363
4.76148,-1.159265161,-1.78358686,0.802607119
4.77148,-1.277947545,-1.669756532,0.906192422
4.78148,-1.416683793,-1.632458806,0.981189191
4.79148,-1.54646647,-1.625931263,1.022588372
4.80148,-1.657364607,-1.620503306,1.025921941
4.81148,-1.748889685,-1.59322381,0.973876238
4.82148,-1.834341049,-1.544441819,0.865456402
4.831481563,-1.917348862,-1.505643129,0.722444117
4.841481563,-1.955047965,-1.451084137,0.564701259
4.85148,-1.925429821,-1.364480972,0.397167116
4.86148,-1.854412317,-1.251854897,0.222250223
4.87148,-1.802698255,-1.128111005,0.052604225
4.88148,-1.798736334,-1.045923471,-0.082187556
4.89148,-1.800394416,-0.989095509,-0.176330611
4.901481563,-1.727282524,-0.857864261,-0.267785877
4.911481563,-1.574374199,-0.651723385,-0.407028228
4.92148,-1.405461311,-0.42394048,-0.647778928
4.93148,-1.300183058,-0.247260794,-0.975464523
4.94148,-1.308665276,-0.172927216,-1.312086225
4.95148,-1.435393691,-0.212179676,-1.577498436
4.96148,-1.611794114,-0.383379012,-1.714768529
4.971481563,-1.763341069,-0.666471422,-1.770444512
4.981481563,-1.777373433,-0.921219707,-1.813955545
4.99148,-1.618583441,-1.044370055,-1.920420647
5.00148,-1.359297276,-1.047529101,-2.114047527
5.01148,-1.116923451,-0.938987136,-2.359440804
5.02148,-0.980805218,-0.796289027,-2.573121548
5.03148,-0.976616442,-0.681411445,-2.697842598
5.04148,-1.066169262,-0.61974895,-2.710705757
5.051481563,-1.158916116,-0.607723653,-2.630455494
5.061481563,-1.170260668,-0.667902589,-2.496344328
5.07148,-1.062713504,-0.778294683,-2.360854626
5.08148,-0.837758064,-0.910625517,-2.268090248
5.09148,-0.52780503,-1.043759227,-2.229064703
5.10148,-0.195145264,-1.156420231,-2.216690302
5.11148,0.103375852,-1.244262695,-2.182778597
5.121481563,0.330774784,-1.311021566,-2.110417128
5.131481563,0.475776762,-1.355859041,-2.011212587
5.14148,0.552763224,-1.351460814,-1.913002968
5.151481563,0.593883157,-1.267632604,-1.839245439
5.16148,0.632175684,-1.096258759,-1.799242496
5.17148,0.678444386,-0.870989084,-1.781684399
5.18148,0.734609067,-0.646504879,-1.749814749
5.191481563,0.814824402,-0.447292984,-1.680647373
5.201481563,0.918985665,-0.26544714,-1.58741188
5.21148,1.034805655,-0.107250482,-1.497178316
5.22148,1.13596499,0.008098328,-1.431641221
5.23148,1.223353624,0.106081113,-1.386053205
5.24148,1.286848664,0.201498255,-1.361077547
5.251483125,1.312103629,0.286652863,-1.350239038
5.261481563,1.296570182,0.348873854,-1.340936422
5.27148,1.250772715,0.392576903,-1.326886535
5.28148,1.173018336,0.404794216,-1.300235391
5.29148,1.074791193,0.40629518,-1.257736564
5.301483125,0.992760718,0.440381467,-1.206790447
5.31148,0.947469413,0.511678159,-1.15621078
5.321478438,0.926961839,0.590601981,-1.103746176
5.331481563,0.91566956,0.654376268,-1.038034558
5.341481563,0.909351468,0.696962357,-0.954101682
5.35148625,0.903539479,0.73227036,-0.857270837
5.36148,0.906681061,0.75651294,-0.740944624
5.37148,0.926630199,0.761155546,-0.594005346
5.38148,0.979758024,0.750858068,-0.43758896
5.39148,1.050723076,0.730175972,-0.313827664
5.40148625,1.106626034,0.706596553,-0.243578151
5.411481563,1.11308372,0.68914324,-0.219283164
5.421481563,1.03663826,0.680870414,-0.2099282
5.43148,0.898041725,0.672946572,-0.168057755
5.44148,0.764070213,0.669700265,-0.078557268
5.45148625,0.70336771,0.653451264,0.034540065
5.46148,0.742777228,0.626014709,0.127740651
5.471481563,0.86289078,0.592748702,0.182194918
5.48148,1.005501628,0.552867949,0.215652883
5.49148,1.146820903,0.496284366,0.237975642
5.50148625,1.217698812,0.443331093,0.253020376
5.51148,1.187469602,0.396207184,0.273632705
5.52148,1.054074168,0.365018159,0.300877303
5.531478438,0.829467714,0.351875842,0.33826226
5.541478438,0.572590172,0.36271432,0.37899825
5.551481563,0.346709669,0.402891815,0.408913195
5.561481563,0.178494826,0.445931613,0.426383942
5.57148,0.088418379,0.488639832,0.432894021
5.58148,0.085486226,0.542884648,0.434255362
5.59148,0.124651417,0.60358721,0.445338219
5.60148,0.143047184,0.675931096,0.475584775
5.61148,0.106220737,0.760981023,0.528991818
5.621481563,0.022968533,0.857829332,0.600148916
5.631481563,-0.086777769,0.957016408,0.691237628
5.64148,-0.188513011,1.035678387,0.796446085
5.65148625,-0.260926723,1.10001123,0.91294682
5.66148,-0.312501192,1.14268446,1.036271811
5.67148,-0.339396715,1.183961511,1.170086145
5.68148,-0.333654583,1.235152006,1.320481181
5.691481563,-0.297945142,1.28171742,1.476129651
5.70148,-0.262235731,1.270076036,1.624133587
5.71148,-0.242181882,1.176962733,1.750006676
5.72148,-0.235392556,1.061683774,1.857012868
5.73148,-0.241885185,0.972218215,1.938048482
5.74148,-0.269635916,0.877342105,2.012504339
5.75148,-0.327022344,0.77733475,2.139494419
5.761481563,-0.389278233,0.698952019,2.313643456
5.771481563,-0.422107875,0.658914149,2.461071253
5.78148,-0.407150418,0.66798985,2.531599998
5.79148,-0.363534629,0.738152087,2.528510809
5.80148,-0.324840665,0.894935012,2.465818644
5.81148,-0.330024302,1.127709627,2.381920576
5.82148,-0.429560423,1.361234665,2.325424433
